  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.0000000000000000E+000  1.3610099988752036E+000  1.9307140311824631E+000  2.2474276496927739E+000  2.4830776029963380E+000  2.6483097640666968E+000  2.7875152056217636E+000  2.8927391974674217E+000  2.9858303786583540E+000  3.0584931039575038E+000  3.1241645048804179E+000  3.2245632264207886E+000  3.2955822144913292E+000  3.3472155209438950E+000  3.3820810141165709E+000  3.4051191814747068E+000  3.4215112937472312E+000  3.4225029678058938E+000  3.4071174322754416E+000  3.3725382829319366E+000  3.3260045680628858E+000  3.2742227915648310E+000  3.2168093657881696E+000  3.1582895357006087E+000  3.0963385583416234E+000  3.0348344765030264E+000  2.9707465555565560E+000  2.8441660596162412E+000  2.7176230447460443E+000  2.5895120526261861E+000  2.4619557815107695E+000  2.3330302101235101E+000  2.2047447534744413E+000  2.0751262038023022E+000  1.9461867304020379E+000  1.8159562447877193E+000  1.6864691777381213E+000  1.5557663960440595E+000  1.4259025175651907E+000  1.2949291614558385E+000  1.1649145480813867E+000  1.0339208403475573E+000  9.0402281386182204E-001  7.7329441851323633E-001  6.4381031998703453E-001  5.1365889865504533E-001  3.8490848120191362E-001  2.5566560996805315E-001  1.2798636767099861E-001  0.0000000000000000E+000
  0.0000000000000000E+000  1.6771785521123088E+000  2.3946474187948348E+000  2.7994737352434158E+000  3.1078532531644005E+000  3.3280734161684564E+000  3.5188357870921170E+000  3.6664841914300288E+000  3.8016172557605779E+000  3.9104226326214442E+000  4.0130053243927817E+000  4.1799778518268571E+000  4.3126491482583154E+000  4.4231962343625382E+000  4.5135003044878470E+000  4.5899164788081306E+000  4.6819017935572278E+000  4.7495021734583780E+000  4.8145147760360389E+000  4.8571547453083843E+000  4.8694911642520111E+000  4.8575621218383889E+000  4.8259609650145530E+000  4.7806590178852000E+000  4.7222160270906173E+000  4.6565846617267308E+000  4.5817694306945969E+000  4.4193855229838652E+000  4.2445860982239028E+000  4.0593292432624990E+000  3.8693189585477663E+000  3.6734517790443033E+000  3.4759364721218429E+000  3.2745550888323023E+000  3.0729764442945435E+000  2.8685278545491237E+000  2.6646646348848355E+000  2.4585129343093621E+000  2.2534370681550282E+000  2.0464718548243845E+000  1.8409388240808207E+000  1.6338347165798122E+000  1.4284564845547967E+000  1.2217918631764444E+000  1.0171182522602344E+000  8.1143255967787198E-001  6.0799148858696717E-001  4.0381431923069111E-001  2.0213291699914457E-001  0.0000000000000000E+000
  0.0000000000000000E+000  1.6717253362649729E+000  2.3913734834609350E+000  2.7968499671311458E+000  3.1078650911503365E+000  3.3298250546469759E+000  3.5235781462181461E+000  3.6735816723131096E+000  3.8120557084203930E+000  3.9236996411028873E+000  4.0299809811006719E+000  4.2037256424042821E+000  4.3444280505260107E+000  4.4632880520442093E+000  4.5629169575751218E+000  4.6490952670884829E+000  4.7575184002882924E+000  4.8421716502069660E+000  4.9332722155628730E+000  5.0093735916670443E+000  5.0577557900201660E+000  5.0804785415361460E+000  5.0828849985654250E+000  5.0676991053987281E+000  5.0363091049517061E+000  4.9928518046346557E+000  4.9362634238338261E+000  4.7957657535671885E+000  4.6296318949104363E+000  4.4437285685723502E+000  4.2466720446638782E+000  4.0393064334112898E+000  3.8273781643954288E+000  3.6093708360071899E+000  3.3898108571576775E+000  3.1661757520037956E+000  2.9424966085595119E+000  2.7158117902524128E+000  2.4899428533396666E+000  2.2617280751461624E+000  2.0348923004738841E+000  1.8061824183653441E+000  1.5792713122356572E+000  1.3508694099750342E+000  1.1246143180715225E+000  8.9721157097815030E-001  6.7226794557605640E-001  4.4650508468212391E-001  2.2349777528380349E-001  0.0000000000000000E+000
  0.0000000000000000E+000  1.5163157715551840E+000  2.1664024672240734E+000  2.5324988722673272E+000  2.8123749026301410E+000  3.0121267340800366E+000  3.1859935096776035E+000  3.3206700404181824E+000  3.4446852734887727E+000  3.5447637055743040E+000  3.6398320121291117E+000  3.7952920837565292E+000  3.9209576531276418E+000  4.0273192314058575E+000  4.1164431290071057E+000  4.1938151404131556E+000  4.2913386898889598E+000  4.3681680560260352E+000  4.4517720178796409E+000  4.5237672695218674E+000  4.5724410354453395E+000  4.5993427753564218E+000  4.6093902441858887E+000  4.6042215931155974E+000  4.5852506587821988E+000  4.5550358584488055E+000  4.5128262961397780E+000  4.3988310132106392E+000  4.2547954569787176E+000  4.0864038681044113E+000  3.9031826285626057E+000  3.7077939979081105E+000  3.5072165986105786E+000  3.3010223402343537E+000  3.0941266675685153E+000  2.8844235117946884E+000  2.6758348507674228E+000  2.4655648671997872E+000  2.2571260867436895E+000  2.0474741790467270E+000  1.8399548788490319E+000  1.6314508325744308E+000  1.4252346379615743E+000  1.2181846694840530E+000  1.0135347100396703E+000  8.0818641607278419E-001  6.0534537951589695E-001  4.0194841414119559E-001  2.0117387824982513E-001  0.0000000000000000E+000
  0.0000000000000000E+000  1.3075653081346637E+000  1.8637806959421406E+000  2.1761137886652508E+000  2.4132442855524152E+000  2.5820913784405382E+000  2.7280966892409788E+000  2.8409546181607972E+000  2.9442158489548533E+000  3.0273824404011682E+000  3.1058882360071651E+000  3.2336802042337078E+000  3.3358889812788828E+000  3.4218319019607075E+000  3.4930523709455561E+000  3.5544368977861849E+000  3.6306440615114655E+000  3.6898115141882624E+000  3.7525550786789927E+000  3.8045947701193166E+000  3.8373047504936935E+000  3.8527258205468233E+000  3.8545094646519997E+000  3.8444707268894369E+000  3.8234562428609213E+000  3.7937770699458242E+000  3.7545524827887879E+000  3.6517921588348323E+000  3.5233435838326965E+000  3.3722325190272371E+000  3.2061557332702830E+000  3.0279031927696276E+000  2.8451913232623567E+000  2.6589597866693362E+000  2.4747335497006056E+000  2.2911185368801763E+000  2.1117789405383487E+000  1.9341630605660702E+000  1.7610804630680896E+000  1.5896537188297539E+000  1.4223693709792058E+000  1.2563451334920361E+000  1.0939471927645399E+000  9.3237903622404406E-001  7.7395678205170981E-001  6.1598080814332090E-001  4.6074043497995948E-001  3.0562024476748911E-001  1.5288982843189519E-001  0.0000000000000000E+000
  0.0000000000000000E+000  1.1058255221485498E+000  1.5718050937945833E+000  1.8318043254372658E+000  2.0275333410229814E+000  2.1660713921837487E+000  2.2848740403597767E+000  2.3761587385567728E+000  2.4589789898923531E+000  2.5252729605494579E+000  2.5873088114668525E+000  2.6872000135231651E+000  2.7656990561633568E+000  2.8306184176982709E+000  2.8833213611668214E+000  2.9278304367469450E+000  2.9813202434926862E+000  3.0210676481424863E+000  3.0602930457006203E+000  3.0884850469168859E+000  3.1007170257575449E+000  3.0996338164852806E+000  3.0874890761528322E+000  3.0665912593981504E+000  3.0369800280874006E+000  3.0012316858255681E+000  2.9580533001191021E+000  2.8535148238792658E+000  2.7303185839616546E+000  2.5897866508659910E+000  2.4375691388312544E+000  2.2749713861336960E+000  2.1089775192589513E+000  1.9413105734229241E+000  1.7784645251256572E+000  1.6203019685830451E+000  1.4706511559432112E+000  1.3273552107342892E+000  1.1924617703599718E+000  1.0631832873428315E+000  9.4092534649019477E-001  8.2297269849973376E-001  7.1054750184751203E-001  6.0116835580298311E-001  4.9600856802165871E-001  3.9280450571189951E-001  2.9271550143159952E-001  1.9364045090688600E-001  9.6733786052733570E-002  0.0000000000000000E+000
  0.0000000000000000E+000  9.4486127422107569E-001  1.3387985696913662E+000  1.5567065245743015E+000  1.7191325160099731E+000  1.8331193517776196E+000  1.9298848132800814E+000  2.0035725259148465E+000  2.0697159983074132E+000  2.1221498343112666E+000  2.1706513944635932E+000  2.2474359472031558E+000  2.3062283715839897E+000  2.3535012445298271E+000  2.3905961751488087E+000  2.4207351205873371E+000  2.4547594567141653E+000  2.4776203150595411E+000  2.4961478654096894E+000  2.5028432436010344E+000  2.4961188724462944E+000  2.4791726179848954E+000  2.4530424518210827E+000  2.4205541111174167E+000  2.3809712735174080E+000  2.3372558924621014E+000  2.2876370917711788E+000  2.1751345387696430E+000  2.0501746407654786E+000  1.9133234896506168E+000  1.7693289474768104E+000  1.6182233513677253E+000  1.4655091966878868E+000  1.3121749822175386E+000  1.1649235498843595E+000  1.0250899779823459E+000  8.9765800601966750E-001  7.8145045218892606E-001  6.7815226980921417E-001  5.8498694861915357E-001  5.0223947705245486E-001  4.2716393092953897E-001  3.5977066722322865E-001  2.9776233423596271E-001  2.4114862404141862E-001  1.8803239843313563E-001  1.3845737287191964E-001  9.0801554118090405E-002  4.5136457244840403E-002  0.0000000000000000E+000
  0.0000000000000000E+000  8.3775483671913942E-001  1.1834524044434214E+000  1.3729870377453264E+000  1.5128572484328069E+000  1.6101164985820227E+000  1.6918052995373982E+000  1.7533856894358486E+000  1.8080113267926503E+000  1.8508193488600948E+000  1.8898873421574913E+000  1.9504521083508195E+000  1.9953166915404268E+000  2.0300090364601608E+000  2.0559040514571820E+000  2.0756421546880355E+000  2.0954667184515423E+000  2.1058606506988933E+000  2.1089332443266477E+000  2.0992892428701064E+000  2.0778818300260182E+000  2.0483542337237508E+000  2.0108528596192485E+000  1.9686323112478259E+000  1.9203551100797311E+000  1.8693312446713704E+000  1.8133866914839316E+000  1.6916105822388654E+000  1.5618276788832692E+000  1.4242008535363562E+000  1.2833160154618435E+000  1.1385973085496663E+000  9.9468820681608772E-001  8.5139066658897211E-001  7.1430337739752303E-001  5.8474315982199365E-001  4.6902362909637929E-001  3.6801608081176340E-001  2.8440196816564217E-001  2.1573841523098369E-001  1.6138942392845987E-001  1.1827976016009978E-001  8.5197550492007390E-002  5.9784394717425804E-002  4.0956686592845980E-002  2.7034556644545970E-002  1.7079788212257873E-002  9.8487612703234157E-003  4.4924312048897170E-003  0.0000000000000000E+000
  0.0000000000000000E+000  7.8372043437747330E-001  1.1046293706714112E+000  1.2794332839150595E+000  1.4074292551892835E+000  1.4958057616423019E+000  1.5693934763348973E+000  1.6244158421594725E+000  1.6727369965804970E+000  1.7102352031376977E+000  1.7440494614816686E+000  1.7954819646825386E+000  1.8323899096195053E+000  1.8598007322832248E+000  1.8791303449013053E+000  1.8926951120747957E+000  1.9039730733063540E+000  1.9067368672306970E+000  1.9001885424066942E+000  1.8801381669714228E+000  1.8491693221489136E+000  1.8112370248455039E+000  1.7659622022975598E+000  1.7168928857966865E+000  1.6623247488027428E+000  1.6058107890819235E+000  1.5449205753104063E+000  1.4152271278127870E+000  1.2802810071366140E+000  1.1399457794267223E+000  9.9896291748203458E-001  8.5642996809967642E-001  7.1680329772539009E-001  5.7916296140796186E-001  4.4816905370494586E-001  3.2383216921179991E-001  2.1186948346638587E-001  1.1418057289979303E-001  3.6171918875856718E-002 -2.2522587179079071E-002 -6.2332492479947488E-002 -8.6860767298487421E-002 -9.8577118129020966E-002 -1.0030202153734809E-001 -9.4167412650751417E-002 -8.1864767447840533E-002 -6.5154757580228512E-002 -4.5046331839815865E-002 -2.3103385067444557E-002  0.0000000000000000E+000
