  0.0000000000000000E+000  3.3333333333333333E-002  6.6666666666666666E-002  1.0000000000000001E-001  1.3333333333333333E-001  1.6666666666666666E-001  2.0000000000000001E-001  2.3333333333333334E-001  2.6666666666666666E-001  2.9999999999999999E-001  3.3333333333333331E-001  4.0000000000000002E-001  4.6666666666666667E-001  5.3333333333333333E-001  5.9999999999999998E-001  6.6666666666666663E-001  7.6666666666666672E-001  8.6666666666666670E-001  1.0000000000000000E+000  1.1666666666666667E+000  1.3333333333333333E+000  1.5000000000000000E+000  1.6666666666666667E+000  1.8333333333333333E+000  2.0000000000000000E+000  2.1666666666666665E+000  2.3333333333333335E+000  2.6666666666666665E+000  3.0000000000000000E+000  3.3333333333333335E+000  3.6666666666666665E+000  4.0000000000000000E+000  4.3333333333333330E+000  4.6666666666666670E+000  5.0000000000000000E+000  5.3333333333333330E+000  5.6666666666666670E+000  6.0000000000000000E+000  6.3333333333333330E+000  6.6666666666666670E+000  7.0000000000000000E+000  7.3333333333333330E+000  7.6666666666666670E+000  8.0000000000000000E+000  8.3333333333333339E+000  8.6666666666666661E+000  9.0000000000000000E+000  9.3333333333333339E+000  9.6666666666666661E+000  1.0000000000000000E+001
  0.0000000000000000E+000  7.5391010170378803E-001  1.0416594453091734E+000  1.2402352112028461E+000  1.4037097867997330E+000  1.5474936242650790E+000  1.6748338088503243E+000  1.7865820778638990E+000  1.8852847087161226E+000  1.9741888013558060E+000  2.0559549565929549E+000  2.2042957685719635E+000  2.3392061138684612E+000  2.4636716047910254E+000  2.5801567039582181E+000  2.6602289632174796E+000  2.7516877278616461E+000  2.8310419811193768E+000  2.9293363726138759E+000  3.0469699682065619E+000  3.1614472683712589E+000  3.2736484409873183E+000  3.3839144688196656E+000  3.4924002550837931E+000  3.5991813297621884E+000  3.7042919368453284E+000  3.8077409436639220E+000  4.0098642299047498E+000  4.2050563277012412E+000  4.3929848298645604E+000  4.5732825176862049E+000  4.7456762632889040E+000  4.9102503882821624E+000  5.0680964095919885E+000  5.2231902793055101E+000  5.3885996784526906E+000  5.6069852554882695E+000  5.9137972591439461E+000  6.2275457390678097E+000  6.5507601829910556E+000  6.8823222342146266E+000  7.2203283930854312E+000  7.5631306117115535E+000  7.9093385936711735E+000  8.2577305863382815E+000  8.6072336716973226E+000  8.9569271418862080E+000  9.3060367786613618E+000  9.6539136706484800E+000  1.0000000000000000E+001
  0.0000000000000000E+000  1.3862222570497906E+000  2.2074573155606818E+000  2.7087388043657423E+000  3.0711295475290816E+000  3.3555148232507555E+000  3.5897692755060313E+000  3.7889731847513932E+000  3.9621789689630487E+000  4.1152041618299648E+000  4.2519544605065276E+000  4.4863139197132220E+000  4.6786098818630188E+000  4.8355554764852400E+000  4.9626758391943921E+000  5.0662850459753574E+000  5.1897255112569729E+000  5.2898022834384095E+000  5.4011327053430138E+000  5.5188522272833485E+000  5.6207128352986464E+000  5.7110087381496903E+000  5.7762645636437835E+000  5.8240835556587260E+000  5.8657466472487316E+000  5.9048737349315541E+000  5.9427012182167038E+000  6.0160121573189036E+000  6.0874117760172846E+000  6.1584659746383625E+000  6.2338013507702188E+000  6.3288284357168667E+000  6.4696866437115981E+000  6.6252022883382100E+000  6.7941662204139313E+000  6.9741045782357221E+000  7.1632080103321263E+000  7.3600914148873482E+000  7.5635782339529207E+000  7.7726294474196340E+000  7.9863165201794013E+000  8.2038023580230401E+000  8.4243253995978282E+000  8.6471869005742512E+000  8.8717408686832080E+000  9.0973857386587031E+000  9.3235570367311187E+000  9.5497205687086133E+000  9.7753658939330954E+000  1.0000000000000000E+001
  0.0000000000000000E+000  1.8384906140618105E+000  2.9059820732408204E+000  3.7336406008353569E+000  4.3315553634847666E+000  4.8002213329640480E+000  5.1856110428230062E+000  5.5126262115763227E+000  5.7962897072883299E+000  6.0463705662623610E+000  6.2695823874345118E+000  6.6527549769378993E+000  6.9725340322196407E+000  7.2442384902015045E+000  7.4777376763080881E+000  7.6796930940935892E+000  7.9328450442081904E+000  8.1355707854040169E+000  8.3376126788305118E+000  8.4988057096159988E+000  8.5921412141245614E+000  8.6477813729358797E+000  8.6840086009120565E+000  8.7100295408760502E+000  8.7302436282235654E+000  8.7467711521402354E+000  8.7607332357014318E+000  8.7834240117706486E+000  8.8066928376823856E+000  8.8355014996565764E+000  8.8700854826585758E+000  8.9097798937484427E+000  8.9538796813330812E+000  9.0017665054004272E+000  9.0529141187501523E+000  9.1068737667766033E+000  9.1632586887303820E+000  9.2217312828246492E+000  9.2819930819500485E+000  9.3437770128603646E+000  9.4068413937902946E+000  9.4709652334749119E+000  9.5359445018134519E+000  9.6015891270607145E+000  9.6677205378971447E+000  9.7341696157993987E+000  9.8007749579778629E+000  9.8673813769315721E+000  9.9338385817150741E+000  1.0000000000000000E+001
  0.0000000000000000E+000  2.2404639077998052E+000  3.3817086695347780E+000  4.3280151637596882E+000  5.1474176936817564E+000  5.7905485780026629E+000  6.3203953764064877E+000  6.7710322841243737E+000  7.1629938554520960E+000  7.5096224829652787E+000  7.8200830457320567E+000  8.3561440099159050E+000  8.8077463112901277E+000  9.1959016880852129E+000  9.5342729019301515E+000  9.8322430172191311E+000  1.0217246240802123E+001  1.0542031455638861E+001  1.0898694133349816E+001  1.1244061712953846E+001  1.1496899690018729E+001  1.1669791167302931E+001  1.1773656756825339E+001  1.1823649004895072E+001  1.1838671332271874E+001  1.1834496308780128E+001  1.1820812281902041E+001  1.1780418746113833E+001  1.1733711941630631E+001  1.1682019836899055E+001  1.1625202715256066E+001  1.1563318660665209E+001  1.1496675677984427E+001  1.1425697486446230E+001  1.1350836375194097E+001  1.1272532583888257E+001  1.1191198847690593E+001  1.1107216643390215E+001  1.1020937399498763E+001  1.0932685543368056E+001  1.0842761999972877E+001  1.0751447566647625E+001  1.0659005956095109E+001  1.0565686462063775E+001  1.0471726268967450E+001  1.0377352450242043E+001  1.0282783704675449E+001  1.0188231876609976E+001  1.0093903299990256E+001  1.0000000000000000E+001
  0.0000000000000000E+000  2.5669370957636963E+000  3.8310951605486760E+000  4.8514531883935055E+000  5.7779143690659573E+000  6.5296223556216688E+000  7.1498027334958634E+000  7.6781911809384491E+000  8.1387161464892159E+000  8.5469146504111002E+000  8.9134525884321736E+000  9.5490072106759900E+000  1.0087938256436118E+001  1.0554655253967063E+001  1.0965029185736416E+001  1.1329965007135657E+001  1.1808264003842680E+001  1.2220095564742811E+001  1.2686276666833702E+001  1.3162534920482644E+001  1.3543678396305957E+001  1.3845250330203523E+001  1.4077268255492013E+001  1.4246059146777325E+001  1.4355598668675249E+001  1.4410020580666279E+001  1.4418345931904966E+001  1.4341566157907891E+001  1.4220575714761376E+001  1.4081400554476865E+001  1.3930802574503842E+001  1.3770648694818131E+001  1.3601714944015180E+001  1.3424617865849999E+001  1.3239999482108626E+001  1.3048535281044288E+001  1.2850912130703060E+001  1.2647809339950605E+001  1.2439887322987916E+001  1.2227782212668057E+001  1.2012104246758105E+001  1.1793438320856923E+001  1.1572345686114906E+001  1.1349366183489261E+001  1.1125020667901437E+001  1.0899813433304169E+001  1.0674234542080184E+001  1.0448762015175168E+001  1.0223863868896821E+001  1.0000000000000000E+001
  0.0000000000000000E+000  2.7375591524394975E+000  4.0195326291110751E+000  5.0254492482903421E+000  5.9228612311405824E+000  6.7537158919838971E+000  7.4391660136983235E+000  8.0231983089380332E+000  8.5322962315411992E+000  8.9836532891686467E+000  9.3890712829845882E+000  1.0092443781293536E+001  1.0689533564877582E+001  1.1207350608610245E+001  1.1663464213962556E+001  1.2069955106900727E+001  1.2604482400275153E+001  1.3067071330097173E+001  1.3594777993686032E+001  1.4141382747981663E+001  1.4588715342506150E+001  1.4954828560235031E+001  1.5251864213769027E+001  1.5488107791996244E+001  1.5669067446705606E+001  1.5798024478069280E+001  1.5876425643901293E+001  1.5874686090047991E+001  1.5740315785582347E+001  1.5552793349800504E+001  1.5341304762105183E+001  1.5115061029553631E+001  1.4877554183790883E+001  1.4630447822257654E+001  1.4374777447450224E+001  1.4111361529568972E+001  1.3840945568953520E+001  1.3564249930456876E+001  1.3281983118560788E+001  1.2994843513921328E+001  1.2703518035874035E+001  1.2408680631044422E+001  1.2110991401689333E+001  1.1811096452594958E+001  1.1509628315635300E+001  1.1207206777202767E+001  1.0904439958412688E+001  1.0601925534282778E+001  1.0300252010390544E+001  1.0000000000000000E+001
  0.0000000000000000E+000  2.7530587110210627E+000  3.9913125672082823E+000  4.9422010516988699E+000  5.7797339760951365E+000  6.5609818099872790E+000  7.2680007760873115E+000  7.8694108106504448E+000  8.3928717432667757E+000  8.8563330957850912E+000  9.2721106782443954E+000  9.9922197096442371E+000  1.0602396672175171E+001  1.1130784879251785E+001  1.1595682009746115E+001  1.2009664709600870E+001  1.2553700482212800E+001  1.3024508364696620E+001  1.3562064157241311E+001  1.4120465220027919E+001  1.4580175016278025E+001  1.4960124467493086E+001  1.5273210161251761E+001  1.5528477361941045E+001  1.5732312126031983E+001  1.5889088873019910E+001  1.6001479658747073E+001  1.6089513520938709E+001  1.6006355632633174E+001  1.5820495637704569E+001  1.5597035358430134E+001  1.5355521180723258E+001  1.5101819360538320E+001  1.4838414229311960E+001  1.4566725018846165E+001  1.4287756445283065E+001  1.4002327196643435E+001  1.3711164221970735E+001  1.3414945777721265E+001  1.3114322174740030E+001  1.2809926011766869E+001  1.2502377258208375E+001  1.2192285798498782E+001  1.1880252753503118E+001  1.1566871245169219E+001  1.1252726935223667E+001  1.0938398493541394E+001  1.0624458060828918E+001  1.0311471723989607E+001  1.0000000000000000E+001
  0.0000000000000000E+000  2.6300723180790104E+000  3.7354584036240506E+000  4.5520760546446954E+000  5.2553817213565130E+000  5.9030798433234191E+000  6.5207946416678677E+000  7.1199947781819635E+000  7.6405070584817549E+000  8.1004550911333908E+000  8.5122749783606579E+000  9.2234074867745370E+000  9.8236410202629099E+000  1.0341411476122790E+001  1.0795217418024789E+001  1.1197783457218980E+001  1.1724281686464103E+001  1.2177386306082484E+001  1.2691429985518969E+001  1.3221270388605189E+001  1.3654155313398904E+001  1.4009689967612823E+001  1.4301400552841969E+001  1.4538963188169042E+001  1.4729450041891955E+001  1.4878050382005135E+001  1.4988480305216640E+001  1.5098500492906021E+001  1.5069384310803478E+001  1.4914990874722488E+001  1.4711990731439393E+001  1.4497459128021001E+001  1.4276797556101295E+001  1.4050693590384379E+001  1.3819363440387502E+001  1.3583079175152708E+001  1.3342203012263528E+001  1.3097157702146530E+001  1.2848398504582194E+001  1.2596394788206723E+001  1.2341619466180504E+001  1.2084543510874985E+001  1.1825633440287797E+001  1.1565350416675264E+001  1.1304150152916822E+001  1.1042483180576692E+001  1.0780795248054206E+001  1.0519527738276350E+001  1.0259118060087866E+001  1.0000000000000000E+001
  0.0000000000000000E+000  2.4372583929142846E+000  3.3767659601959696E+000  4.0339000564994381E+000  4.5811832639315426E+000  5.0753723072491770E+000  5.5416799285640446E+000  5.9932021667485156E+000  6.4373951199082757E+000  6.8787457715380418E+000  7.2784544486986933E+000  7.9644371281997017E+000  8.5390581895020201E+000  9.0311569104802647E+000  9.4594604992463793E+000  9.8368262445225483E+000  1.0326182121637403E+001  1.0743161742180659E+001  1.1210697496276612E+001  1.1685318876706619E+001  1.2066549421600232E+001  1.2374220631124160E+001  1.2622113065594007E+001  1.2820205725168121E+001  1.2975944290320298E+001  1.3094991979204798E+001  1.3181683789447966E+001  1.3265640397432236E+001  1.3247382713070539E+001  1.3129903613064526E+001  1.2957191059655070E+001  1.2791461192455282E+001  1.2635164461442042E+001  1.2483618725636033E+001  1.2333898303396692E+001  1.2184358794458461E+001  1.2034103610404355E+001  1.1882682218934045E+001  1.1729917365298187E+001  1.1575801295685842E+001  1.1420431369510904E+001  1.1263969495558538E+001  1.1106616502978097E+001  1.0948596036014417E+001  1.0790144548155839E+001  1.0631505187632630E+001  1.0472924142561004E+001  1.0314648519321247E+001  1.0156925157726697E+001  1.0000000000000000E+001
